epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,1859.72,1.52584,0.74788,1.37076,0.90684,0.87804,0.93519,0.54198,1.50395,0.68785,1.39867,0.001604,0.001604,0.001604
14,2002.83,1.5254,0.74278,1.35973,0.91431,0.87914,0.93925,0.54567,1.48503,0.67483,1.38582,0.001571,0.001571,0.001571
15,2145.93,1.51636,0.73488,1.36177,0.91589,0.87549,0.93627,0.54279,1.51173,0.66006,1.38141,0.001538,0.001538,0.001538
16,2288.78,1.50689,0.73136,1.36057,0.90378,0.8761,0.93359,0.5331,1.53275,0.69575,1.40864,0.001505,0.001505,0.001505
17,2430.97,1.50499,0.71977,1.36113,0.91035,0.88287,0.93872,0.54562,1.4956,0.68788,1.37707,0.001472,0.001472,0.001472
18,2572.71,1.49388,0.7146,1.35455,0.91651,0.87191,0.93731,0.54498,1.48391,0.67751,1.37139,0.001439,0.001439,0.001439
19,2714.86,1.48802,0.70778,1.35286,0.91868,0.88488,0.94378,0.55512,1.48349,0.64027,1.38051,0.001406,0.001406,0.001406
20,2858.82,1.48821,0.71122,1.3548,0.91296,0.88898,0.94361,0.55606,1.47394,0.64752,1.38153,0.001373,0.001373,0.001373
21,3001.55,1.48473,0.70208,1.35332,0.91426,0.88364,0.94098,0.55254,1.47759,0.65082,1.38445,0.00134,0.00134,0.00134
22,3143.69,1.47506,0.69797,1.35158,0.91532,0.89419,0.94619,0.55883,1.46178,0.64827,1.36875,0.001307,0.001307,0.001307
23,3286.62,1.48334,0.69762,1.35609,0.91722,0.89328,0.94676,0.56006,1.46242,0.63145,1.36642,0.001274,0.001274,0.001274
24,3429.69,1.46823,0.68855,1.35399,0.91755,0.89532,0.94655,0.55768,1.46635,0.64135,1.38908,0.001241,0.001241,0.001241
25,3571.9,1.46791,0.68597,1.34402,0.9188,0.89441,0.94753,0.56597,1.44755,0.61951,1.36513,0.001208,0.001208,0.001208
26,3714.25,1.45846,0.68144,1.34086,0.92217,0.89403,0.94783,0.56651,1.45111,0.61504,1.36331,0.001175,0.001175,0.001175
27,3857.52,1.45007,0.67538,1.3398,0.91909,0.89285,0.9464,0.56478,1.45277,0.62761,1.38578,0.001142,0.001142,0.001142
28,3999.74,1.45209,0.67153,1.33906,0.91647,0.89689,0.94771,0.56529,1.4439,0.62779,1.3728,0.001109,0.001109,0.001109
29,4141.32,1.4463,0.66955,1.34193,0.91297,0.89229,0.94613,0.56146,1.45361,0.64541,1.3665,0.001076,0.001076,0.001076
30,4283.16,1.44371,0.66843,1.33399,0.92102,0.89825,0.94857,0.56605,1.44954,0.61619,1.36623,0.001043,0.001043,0.001043
31,4424.68,1.44261,0.66487,1.33936,0.91882,0.89735,0.94875,0.568,1.44824,0.60773,1.37555,0.00101,0.00101,0.00101
32,4566.8,1.43823,0.65357,1.33185,0.92039,0.89952,0.94867,0.56807,1.44543,0.60416,1.36603,0.000977,0.000977,0.000977
33,4709.36,1.43542,0.65616,1.3349,0.91851,0.89633,0.94831,0.56877,1.44199,0.60476,1.37662,0.000944,0.000944,0.000944
34,4851.86,1.42909,0.65118,1.33188,0.92086,0.89939,0.95069,0.57181,1.44024,0.594,1.36806,0.000911,0.000911,0.000911
35,4994.41,1.42585,0.64544,1.32483,0.92094,0.89662,0.95026,0.57458,1.4323,0.5961,1.35884,0.000878,0.000878,0.000878
36,5136.48,1.42159,0.63845,1.32107,0.92251,0.89595,0.95042,0.57282,1.42859,0.59681,1.36503,0.000845,0.000845,0.000845
37,5278.44,1.42723,0.64433,1.3261,0.92305,0.89843,0.95099,0.57375,1.42759,0.60638,1.35934,0.000812,0.000812,0.000812
38,5419.97,1.41711,0.63882,1.33225,0.92088,0.89881,0.9507,0.5727,1.42985,0.59573,1.37,0.000779,0.000779,0.000779
39,5561.52,1.40256,0.63294,1.32334,0.92307,0.89925,0.95155,0.57326,1.43822,0.59733,1.3801,0.000746,0.000746,0.000746
40,5703.42,1.40981,0.63412,1.3263,0.91802,0.90048,0.9511,0.57632,1.42895,0.59151,1.37766,0.000713,0.000713,0.000713
41,5845.54,1.40327,0.63185,1.32407,0.92148,0.89803,0.95075,0.57781,1.4243,0.58545,1.37271,0.00068,0.00068,0.00068
42,5988.27,1.40569,0.62905,1.32914,0.92126,0.90174,0.95114,0.57539,1.43168,0.58489,1.38058,0.000647,0.000647,0.000647
43,6130.2,1.39799,0.62201,1.30996,0.91791,0.90444,0.95112,0.57416,1.43151,0.59113,1.37404,0.000614,0.000614,0.000614
44,6272.15,1.39351,0.61829,1.31633,0.92222,0.90102,0.95165,0.57972,1.41525,0.58281,1.36533,0.000581,0.000581,0.000581
45,6414.67,1.38481,0.61642,1.31033,0.92058,0.9004,0.95103,0.57827,1.41915,0.58491,1.36432,0.000548,0.000548,0.000548
46,6556.39,1.38753,0.61237,1.30715,0.92167,0.9014,0.95195,0.57772,1.42222,0.57759,1.36125,0.000515,0.000515,0.000515
47,6698.15,1.37572,0.60873,1.29971,0.92235,0.90266,0.95179,0.57778,1.41941,0.57954,1.36104,0.000482,0.000482,0.000482
48,6840.22,1.37724,0.60487,1.30294,0.91988,0.90089,0.95113,0.57597,1.42775,0.57934,1.36173,0.000449,0.000449,0.000449
49,6981.94,1.38168,0.60343,1.30003,0.91749,0.90512,0.95262,0.57679,1.42717,0.57401,1.361,0.000416,0.000416,0.000416
50,7125.09,1.3637,0.59912,1.29335,0.92073,0.90428,0.95308,0.58064,1.42049,0.56895,1.35619,0.000383,0.000383,0.000383
51,7265.18,1.37745,0.58462,1.32938,0.92365,0.90495,0.95286,0.58158,1.42039,0.57014,1.35516,0.00035,0.00035,0.00035
52,7404.56,1.36661,0.57489,1.32224,0.92321,0.90287,0.95285,0.5817,1.4208,0.56543,1.37219,0.000317,0.000317,0.000317
53,7544.52,1.35688,0.57085,1.31984,0.92434,0.90331,0.95257,0.57973,1.42421,0.56331,1.36606,0.000284,0.000284,0.000284
54,7683.37,1.35135,0.5687,1.32147,0.92279,0.90444,0.95272,0.58224,1.4176,0.56101,1.37418,0.000251,0.000251,0.000251
55,7823.06,1.34819,0.56388,1.32307,0.92584,0.90273,0.95305,0.584,1.41278,0.56046,1.37002,0.000218,0.000218,0.000218
56,7962.69,1.34484,0.56055,1.32133,0.92323,0.90621,0.95312,0.58346,1.41646,0.55915,1.36887,0.000185,0.000185,0.000185
57,8102.02,1.3304,0.55232,1.31227,0.92461,0.90334,0.95276,0.58415,1.40976,0.56149,1.37055,0.000152,0.000152,0.000152
58,8242.27,1.32948,0.55474,1.31034,0.92319,0.90686,0.95327,0.58444,1.41379,0.55679,1.3682,0.000119,0.000119,0.000119
59,8381.88,1.32536,0.54892,1.30688,0.92533,0.90546,0.95331,0.58506,1.41219,0.55597,1.36724,8.6e-05,8.6e-05,8.6e-05
60,8520.78,1.32189,0.54674,1.30325,0.92488,0.90512,0.95355,0.58514,1.41343,0.55564,1.36955,5.3e-05,5.3e-05,5.3e-05
