epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,4298.87,1.44126,0.67361,1.32876,0.92275,0.89434,0.94847,0.5633,1.43866,0.66498,1.35654,0.001043,0.001043,0.001043
31,4441.62,1.43842,0.66123,1.3318,0.91844,0.89711,0.94924,0.56507,1.43373,0.61128,1.36152,0.00101,0.00101,0.00101
32,4584.78,1.43087,0.65297,1.32359,0.92275,0.8935,0.94926,0.56673,1.43011,0.60368,1.35782,0.000977,0.000977,0.000977
33,4727.5,1.4304,0.65815,1.32369,0.92381,0.89887,0.95079,0.56495,1.43589,0.60782,1.36708,0.000944,0.000944,0.000944
34,4870.56,1.43227,0.65738,1.33146,0.92015,0.89884,0.9494,0.5586,1.45285,0.62694,1.38469,0.000911,0.000911,0.000911
35,5013.21,1.4272,0.65643,1.33122,0.9193,0.89915,0.94918,0.56604,1.43791,0.597,1.36493,0.000878,0.000878,0.000878
36,5155.9,1.41675,0.638,1.31064,0.92359,0.90159,0.95223,0.56784,1.43419,0.58848,1.35575,0.000845,0.000845,0.000845
37,5299.06,1.41292,0.64045,1.31215,0.9227,0.89721,0.95043,0.5664,1.43293,0.60773,1.36368,0.000812,0.000812,0.000812
38,5440.39,1.40172,0.63006,1.30625,0.92283,0.90072,0.95033,0.56927,1.43525,0.58377,1.36258,0.000779,0.000779,0.000779
39,5583.49,1.40062,0.63479,1.31849,0.91791,0.89943,0.95017,0.56779,1.4297,0.59945,1.38421,0.000746,0.000746,0.000746
40,5726.47,1.40629,0.63245,1.3166,0.92102,0.89444,0.94868,0.56444,1.44001,0.60583,1.37258,0.000713,0.000713,0.000713
41,5868.69,1.40138,0.63013,1.3136,0.92299,0.89851,0.95039,0.56995,1.42776,0.58993,1.37157,0.00068,0.00068,0.00068
42,6011.99,1.40637,0.62695,1.32205,0.92397,0.89984,0.95197,0.56807,1.4343,0.57839,1.36786,0.000647,0.000647,0.000647
43,6154.23,1.3947,0.62134,1.30914,0.92253,0.89899,0.95055,0.57174,1.41905,0.5869,1.37236,0.000614,0.000614,0.000614
44,6296.95,1.40078,0.62857,1.31704,0.9195,0.90184,0.95061,0.57108,1.42316,0.5858,1.36512,0.000581,0.000581,0.000581
45,6439.18,1.39196,0.61566,1.30591,0.92045,0.90554,0.95277,0.57102,1.43192,0.57677,1.35907,0.000548,0.000548,0.000548
46,6580.68,1.38219,0.61148,1.29635,0.92273,0.90068,0.95226,0.57378,1.41172,0.57497,1.35359,0.000515,0.000515,0.000515
47,6723.34,1.37759,0.60624,1.29365,0.92207,0.89936,0.95063,0.57029,1.42532,0.5847,1.36306,0.000482,0.000482,0.000482
48,6865.91,1.3674,0.60828,1.29242,0.92444,0.90268,0.95257,0.57568,1.41297,0.57291,1.34927,0.000449,0.000449,0.000449
49,7007.89,1.37195,0.60397,1.28886,0.92429,0.90126,0.95222,0.57332,1.42027,0.56723,1.35267,0.000416,0.000416,0.000416
50,7149.8,1.37191,0.60268,1.29596,0.92238,0.9021,0.95219,0.57419,1.41948,0.56947,1.35994,0.000383,0.000383,0.000383
51,7290.84,1.37534,0.5846,1.32816,0.92677,0.90281,0.95276,0.57773,1.40869,0.56685,1.35855,0.00035,0.00035,0.00035
52,7431.19,1.35897,0.57306,1.31301,0.92507,0.90246,0.95331,0.57887,1.41019,0.5648,1.34952,0.000317,0.000317,0.000317
53,7571.89,1.36165,0.57193,1.31704,0.92624,0.90365,0.95328,0.57923,1.40863,0.55898,1.3477,0.000284,0.000284,0.000284
54,7711.75,1.34917,0.56451,1.30534,0.92981,0.89991,0.95346,0.57998,1.4091,0.56092,1.3486,0.000251,0.000251,0.000251
55,7852.12,1.34224,0.56209,1.30699,0.92636,0.90272,0.9532,0.57917,1.40555,0.56323,1.36205,0.000218,0.000218,0.000218
56,7991.91,1.33603,0.55769,1.30411,0.92546,0.9041,0.95297,0.57845,1.41163,0.55833,1.35542,0.000185,0.000185,0.000185
57,8130.96,1.33377,0.55546,1.30156,0.92931,0.90241,0.95363,0.58094,1.40567,0.55172,1.35264,0.000152,0.000152,0.000152
58,8271.24,1.32814,0.55163,1.30198,0.92793,0.90286,0.95344,0.58093,1.40735,0.5539,1.36199,0.000119,0.000119,0.000119
59,8410.42,1.32349,0.54572,1.29993,0.92485,0.90478,0.95371,0.58009,1.40925,0.55118,1.3592,8.6e-05,8.6e-05,8.6e-05
60,8549.57,1.3219,0.54605,1.2955,0.92792,0.90355,0.9539,0.58052,1.40632,0.551,1.35508,5.3e-05,5.3e-05,5.3e-05
